,RankingMSELoss,MSELoss,mean
4900,0.1488572827407292,0.14875657856464386,0.14880693065268652
4960,0.14827924434627807,0.14818033682448523,0.14822979058538166
5000,0.1491693758538791,0.14907259068318776,0.14912098326853343
5084,0.14894814363547734,0.14884163226400102,0.14889488794973918
5100,0.14881825979266847,0.1487215565783637,0.14876990818551608
5200,0.14977122843265533,0.14965809455939702,0.1497146614960262
5208,0.15025918505021504,0.15014591706650599,0.1502025510583605
5300,0.14889133721590042,0.14876186634813035,0.1488266017820154
5332,0.15032558568886348,0.15020699160439627,0.1502662886466299
5400,0.15179433992930821,0.15163017064332962,0.15171225528631893
5456,0.15225771921021597,0.15201919738735473,0.15213845829878536
5500,0.15052312931844167,0.15031579349722182,0.15041946140783174
5580,0.14888327249458858,0.14862184545823506,0.14875255897641182
5600,0.15002008101769856,0.14965750915663584,0.1498387950871672
5700,0.1496771393077714,0.14943316685301916,0.1495551530803953
5704,0.14965285573686873,0.14941021161420004,0.1495315336755344
5800,0.14881997342620576,0.1486819578068597,0.14875096561653273
5828,0.1490820891090802,0.148802607187203,0.1489423481481416
5900,0.14873538485595159,0.14860624819993973,0.14867081652794567
5952,0.14877478246177947,0.14866982719727925,0.14872230482952936
6000,0.1489396191069058,0.14883965040956224,0.14888963475823402
6076,0.14920591137238912,0.14910826406308583,0.14915708771773747
6100,0.14916938011135375,0.14906384370156697,0.14911661190646036
6200,0.1489617877772876,0.14883473834821156,0.1488982630627496
6200,0.14909317237990244,0.1489660825048174,0.14902962744235992
6300,0.14896548220089503,0.1487887373992375,0.14887710980006627
6324,0.14888399520090648,0.14876582792827062,0.14882491156458855
6400,0.14909207075834274,0.14899791670697077,0.14904499373265676
6448,0.14841281835521972,0.1483039664370673,0.1483583923961435
6500,0.1487938282745225,0.14866205624171666,0.14872794225811958
6572,0.14905666879245213,0.14891810076577322,0.14898738477911266
6600,0.1490730962582997,0.14895654363291605,0.1490148199456079
6696,0.14860225043126515,0.14849612648997987,0.1485491884606225
6700,0.1488443495971816,0.1487503701022693,0.14879735984972545
6800,0.14877351692744664,0.14866118345941817,0.1487173501934324
6820,0.1500526570848056,0.14991840507302964,0.14998553107891763
6900,0.14987518744809286,0.14975618996790477,0.14981568870799883
6944,0.14871818359409059,0.14861278448786056,0.14866548404097557
7000,0.14859611221722194,0.14849576566900527,0.1485459389431136
7068,0.14880313404968806,0.14871237533433096,0.14875775469200953
7100,0.14880476253373282,0.14873250786747252,0.14876863520060268
7192,0.1486648427588599,0.14857777846711023,0.14862131061298506
7200,0.14933834118502481,0.14925893928323472,0.14929864023412975
7300,0.15116377068417414,0.1510217860341072,0.15109277835914067
7316,0.1487889981695584,0.1486771277018956,0.148733062935727
7400,0.1492729570184435,0.14909779067550386,0.14918537384697367
7440,0.14880637185914175,0.1486823931336403,0.14874438249639102
7500,0.14882766881159373,0.14872600031750544,0.1487768345645496
7564,0.1494592492069517,0.14934072749955313,0.1493999883532524
7600,0.14919736874955042,0.14909264871052333,0.1491450087300369
7688,0.1488209686108998,0.14872376833643233,0.14877236847366607
7700,0.14880814722606114,0.14869837143591472,0.14875325933098793
7800,0.14857550710439682,0.14848077510084426,0.14852814110262053
7812,0.14872891349451883,0.14865501757178987,0.14869196553315434
7900,0.1490811343703951,0.14898994777883803,0.14903554107461658
7936,0.1486880545105253,0.14860210141965322,0.14864507796508925
8000,0.1487255979861532,0.1486287127648081,0.14867715537548065
8060,0.14938572900635855,0.14930660277605057,0.14934616589120456
8100,0.14874369757516043,0.14866580494812556,0.148704751261643
8184,0.14874958246946335,0.14866175715412414,0.14870566981179373
8200,0.14880311914852687,0.14872878683464869,0.1487659529915878
8300,0.14870516742978776,0.1486368966954095,0.14867103206259863
8308,0.14848318908895766,0.14841732489211218,0.14845025699053493
8400,0.14844545934881484,0.14838425070047379,0.1484148550246443
8432,0.14854673615523747,0.14848978178841726,0.14851825897182735
8500,0.1484954133629799,0.14842188358306885,0.14845864847302437
8556,0.14876989275217056,0.14869112627846853,0.14873050951531955
8600,0.14871398891721452,0.14864992882524217,0.14868195887122834
8680,0.14859150988715036,0.14850911178759166,0.14855031083737102
8700,0.14918758081538336,0.14909133634396962,0.14913945857967648
8800,0.14892431667872838,0.14884737666164125,0.1488858466701848
8804,0.14885525298970087,0.1487722811954362,0.14881376709256855
8900,0.14782099000045232,0.14776381105184555,0.14779240052614895
8928,0.14835233773503984,0.14828996573175704,0.14832115173339844
9000,0.14868104670728957,0.14861885883978435,0.14864995277353696
9052,0.14894301976476396,0.14883010195834295,0.14888656086155344
9100,0.1485822456223624,0.1485282927751541,0.14855526919875828
9176,0.1487805609192167,0.14869527838059834,0.1487379196499075
9200,0.14837857761553355,0.14829945990017482,0.14833901875785419
9300,0.14883018604346684,0.1487493674669947,0.14878977675523075
9300,0.14873399372611726,0.14865306658404215,0.1486935301550797
9400,0.15214990185839788,0.15204547558512008,0.152097688721759
9424,0.14922073483467102,0.14910150532211577,0.14916112007839338
9500,0.1488198254789625,0.14866712157215392,0.14874347352555822
9548,0.1490187325647899,0.14888174831867218,0.14895024044173105
9600,0.14856643016849244,0.14848506982837403,0.14852574999843324
9672,0.1486978211573192,0.14863131833927973,0.14866456974829945
9700,0.14934940742594854,0.1492816380092076,0.1493155227175781
9796,0.14845796674489975,0.14838580254997527,0.1484218846474375
9800,0.1487517867769514,0.14868031122854777,0.1487160490027496
9900,0.14892691586698806,0.14887624979019165,0.14890158282858984
9920,0.14924080350569316,0.14918402901717595,0.14921241626143456
10000,0.1486564087016242,0.148576914199761,0.14861666145069258
10044,0.14875244242804392,0.1486991313951356,0.14872578691158977
10100,0.1491414393697466,0.14904513210058212,0.14909328573516437
10168,0.14933585481984274,0.14924325900418417,0.14928955691201345
10200,0.148569683943476,0.14848392563206808,0.14852680478777203
10292,0.14885403641632625,0.14877163193055562,0.14881283417344093
10300,0.14864437069211686,0.14859144815376826,0.14861790942294256
10400,0.15026433233703887,0.15007435530424118,0.15016934382064
10416,0.1490124144724437,0.14878859051636287,0.1489005024944033
10500,0.14882094945226396,0.14868110844067164,0.1487510289464678
10540,0.14968908791031157,0.14955694441284453,0.14962301616157805
10600,0.1489247339112418,0.14884752248014724,0.14888612819569452
10664,0.1486691672887121,0.14860221530709947,0.14863569129790577
10700,0.14876576087304524,0.14871389525277273,0.14873982806290897
10788,0.1487283312848636,0.14868121594190598,0.1487047736133848
10800,0.14905800563948496,0.1490024189863886,0.14903021231293678
10900,0.14860711778913224,0.14855682104825974,0.148581969418696
10912,0.14876621535846166,0.14870830944606236,0.148737262402262
11000,0.14912991438593184,0.14906272079263413,0.149096317589283
11036,0.14850345999002457,0.1484403663447925,0.14847191316740854
11100,0.1485578098467418,0.14847711260829652,0.14851746122751916
11160,0.1486839215670313,0.14854603154318674,0.14861497655510902
11200,0.15029115229845047,0.1501282293881689,0.15020969084330968
11284,0.14851668051310948,0.14840222256524221,0.14845945153917584
11300,0.14869127103260585,0.1486134816493307,0.14865237634096828
11400,0.14906357867377146,0.14900589202131545,0.14903473534754347
11408,0.14850018279893057,0.14843816310167313,0.14846917295030185
11500,0.14906819484063558,0.149013380919184,0.1490407878799098
11532,0.14850887017590658,0.14845117394413268,0.14848002206001965
